VariationID,VCV,RS# (dbSNP)_new,Gene,Submitter,date_old,ClinicalSignificance_old,ClinicalSignificance_old_norm,date_new,ClinicalSignificance_new,ClinicalSignificance_new_norm,SCV_old,SCV_new,change_type,citation_pmids,citation_count
1170582,VCV001170582,750547789,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-05-13,Benign,Benign,,SCV001732707.5,conflicting_interpretations,['28492532'],1
2109006,VCV002109006,1555589731,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-03-07,Uncertain significance,Uncertain significance,,SCV003327184.3,conflicting_interpretations,['28492532'],1
2109006,VCV002109006,1555589731,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847687.1,conflicting_interpretations,"['31911673', '31911673']",2
125887,VCV000125887,398122353,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2017-05-07,Likely benign,Likely benign,,SCV000683326.2,conflicting_interpretations,['25741868'],1
125887,VCV000125887,398122353,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-10-02,Benign,Benign,,SCV000636047.9,conflicting_interpretations,['28492532'],1
441433,VCV000441433,1555587407,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-11-05,Uncertain significance,Uncertain significance,,SCV000830294.8,conflicting_interpretations,"['28492532', '28492532']",2
441433,VCV000441433,1555587407,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846597.1,conflicting_interpretations,"['31911673', '31911673']",2
182152,VCV000182152,273899698,BRCA1,"CONFLICT: Division of Medical Genetics, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2019-06-03,Uncertain significance,Uncertain significance,,SCV001424811.1,conflicting_interpretations,['25741868'],1
182152,VCV000182152,273899698,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849131.1,conflicting_interpretations,"['31911673', '31911673']",2
629997,VCV000629997,1567795916,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-04-23,Uncertain significance,Uncertain significance,,SCV000908882.2,conflicting_interpretations,['25741868'],1
629997,VCV000629997,1567795916,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847722.1,conflicting_interpretations,"['31911673', '31911673']",2
867427,VCV000867427,1247437511,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2024-04-24,Likely pathogenic,Likely pathogenic,,SCV005100934.1,conflicting_interpretations,['30209399'],1
867427,VCV000867427,1247437511,BRCA1,"CONFLICT: Center for Genomic Medicine, Rigshospitalet, Copenhagen University Hospital",,Multiple interpretations exist,Conflicting interpretations,2025-03-04,Uncertain significance,Uncertain significance,,SCV004242802.2,conflicting_interpretations,"['30209399', '30765603', '25741868']",3
182153,VCV000182153,369925993,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848853.1,conflicting_interpretations,"['31911673', '31911673']",2
182153,VCV000182153,369925993,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2021-02-13,Uncertain significance,Uncertain significance,,SCV000688429.4,conflicting_interpretations,['25741868'],1
491029,VCV000491029,759878392,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-04-09,Uncertain significance,Uncertain significance,,SCV000688326.3,conflicting_interpretations,['25741868'],1
491029,VCV000491029,759878392,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846028.1,conflicting_interpretations,"['31911673', '31911673']",2
531320,VCV000531320,768001441,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2017-09-17,Uncertain significance,Uncertain significance,,SCV000759021.5,conflicting_interpretations,['28492532'],1
531320,VCV000531320,768001441,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847573.1,conflicting_interpretations,"['31911673', '31911673']",2
952987,VCV000952987,1555587309,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-10-04,Uncertain significance,Uncertain significance,,SCV001397459.6,conflicting_interpretations,"['30702160', '28492532']",2
952987,VCV000952987,1555587309,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851615.1,conflicting_interpretations,"['31911673', '31911673']",2
182154,VCV000182154,730881488,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-08-27,Uncertain significance,Uncertain significance,,SCV002275365.4,conflicting_interpretations,['28492532'],1
182154,VCV000182154,730881488,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851504.1,conflicting_interpretations,"['31911673', '31911673']",2
630049,VCV000630049,80356980,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-05-02,Uncertain significance,Uncertain significance,,SCV000909052.2,conflicting_interpretations,['25741868'],1
630049,VCV000630049,80356980,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851122.1,conflicting_interpretations,"['31911673', '31911673']",2
491030,VCV000491030,1555591935,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-12-08,Uncertain significance,Uncertain significance,,SCV000688327.4,conflicting_interpretations,['25741868'],1
491030,VCV000491030,1555591935,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846013.1,conflicting_interpretations,"['31911673', '31911673']",2
2110682,VCV002110682,2154493277,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-03-13,Uncertain significance,Uncertain significance,,SCV003328119.3,conflicting_interpretations,['28492532'],1
2110682,VCV002110682,2154493277,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847954.1,conflicting_interpretations,"['31911673', '31911673']",2
182155,VCV000182155,730881489,BRCA1,"CONFLICT: All of Us Research Program, National Institutes of Health",,Multiple interpretations exist,Conflicting interpretations,2024-03-24,Uncertain Significance,Uncertain significance,,SCV005428501.1,conflicting_interpretations,['25741868'],1
182155,VCV000182155,730881489,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846037.1,conflicting_interpretations,"['31911673', '31911673']",2
630051,VCV000630051,1567790509,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-05-02,Uncertain significance,Uncertain significance,,SCV000909054.2,conflicting_interpretations,['25741868'],1
630051,VCV000630051,1567790509,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851359.1,conflicting_interpretations,"['31911673', '31911673']",2
531325,VCV000531325,1555591461,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2019-11-01,Uncertain significance,Uncertain significance,,SCV000759029.7,conflicting_interpretations,['28492532'],1
531325,VCV000531325,1555591461,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851165.1,conflicting_interpretations,"['31911673', '31911673']",2
953678,VCV000953678,80357272,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2019-10-29,Uncertain significance,Uncertain significance,,SCV001398303.6,conflicting_interpretations,['28492532'],1
953678,VCV000953678,80357272,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848511.1,conflicting_interpretations,"['31911673', '31911673']",2
482917,VCV000482917,900082291,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2021-05-20,Likely benign,Likely benign,,SCV000668436.5,conflicting_interpretations,"['10811118', '30209399', '30765603', '31907386']",4
482917,VCV000482917,900082291,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-07-10,Uncertain significance,Uncertain significance,,SCV001507380.5,conflicting_interpretations,"['30209399', '31907386', '30209399', '28492532']",4
182156,VCV000182156,730881490,BRCA1,"CONFLICT: Molecular Endocrinology Laboratory, Christian Medical College",,Multiple interpretations exist,Conflicting interpretations,2021-11-06,Uncertain significance,Uncertain significance,,SCV002004022.1,conflicting_interpretations,['25741868'],1
182156,VCV000182156,730881490,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849155.1,conflicting_interpretations,"['31911673', '31911673']",2
630054,VCV000630054,1567790971,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-02-09,Uncertain significance,Uncertain significance,,SCV001202390.6,conflicting_interpretations,['28492532'],1
630054,VCV000630054,1567790971,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848259.1,conflicting_interpretations,"['31911673', '31911673']",2
1171577,VCV001171577,80357361,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-11-02,Uncertain significance,Uncertain significance,,SCV001734728.1,conflicting_interpretations,['25741868'],1
1171577,VCV001171577,80357361,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849368.1,conflicting_interpretations,"['31911673', '31911673']",2
2110986,VCV002110986,2154270099,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-03-13,Uncertain significance,Uncertain significance,,SCV003324659.3,conflicting_interpretations,['28492532'],1
2110986,VCV002110986,2154270099,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003852562.1,conflicting_interpretations,"['31911673', '31911673']",2
182157,VCV000182157,80357021,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-08-23,Uncertain significance,Uncertain significance,,SCV003220466.3,conflicting_interpretations,['28492532'],1
182157,VCV000182157,80357021,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849030.1,conflicting_interpretations,"['31911673', '31911673']",2
630058,VCV000630058,1567793674,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-05-02,Uncertain significance,Uncertain significance,,SCV000909062.2,conflicting_interpretations,['25741868'],1
630058,VCV000630058,1567793674,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849262.1,conflicting_interpretations,"['31911673', '31911673']",2
531339,VCV000531339,16942,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-06-16,Uncertain significance,Uncertain significance,,SCV000912478.2,conflicting_interpretations,['25741868'],1
531339,VCV000531339,16942,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850260.1,conflicting_interpretations,"['31911673', '31911673']",2
531339,VCV000531339,16942,BRCA1,"CONFLICT: KCCC/NGS Laboratory, Kuwait Cancer Control Center",,Multiple interpretations exist,Conflicting interpretations,2025-02-01,Benign,Benign,,SCV005880510.1,conflicting_interpretations,['25741868'],1
567954,VCV000567954,80358054,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2019-11-14,Likely pathogenic,Likely pathogenic,,SCV001469391.1,conflicting_interpretations,['26467025'],1
567954,VCV000567954,80358054,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2021-11-08,Pathogenic,Pathogenic,,SCV001359734.3,conflicting_interpretations,"['9333265', '11595708', '12181777', '12960223', '24249303', '26622941', '27553291', '28179634', '29446198', '30078507', '30287823', '31528241', '31825140', '31843900', '32850417', '33471991', '34254208', '25741868']",18
1394257,VCV001394257,587782864,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-11-20,Uncertain significance,Uncertain significance,,SCV002157939.4,conflicting_interpretations,['28492532'],1
1394257,VCV001394257,587782864,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847124.1,conflicting_interpretations,"['31911673', '31911673']",2
142819,VCV000142819,587782743,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849290.1,conflicting_interpretations,"['31911673', '31911673']",2
823882,VCV000823882,1597863144,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-10-03,Uncertain significance,Uncertain significance,,SCV001233111.6,conflicting_interpretations,['28492532'],1
823882,VCV000823882,1597863144,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851756.1,conflicting_interpretations,"['31911673', '31911673']",2
1050301,VCV001050301,2154303009,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850138.1,conflicting_interpretations,"['31911673', '31911673']",2
1394854,VCV001394854,756859863,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846306.1,conflicting_interpretations,"['31911673', '31911673']",2
1394854,VCV001394854,756859863,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-01-02,Uncertain significance,Uncertain significance,,SCV002160332.4,conflicting_interpretations,['28492532'],1
125866,VCV000125866,273900733,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-04-06,Uncertain significance,Uncertain significance,,SCV000688502.3,conflicting_interpretations,['25741868'],1
125866,VCV000125866,273900733,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-10-02,Likely benign,Likely benign,,SCV001397018.6,conflicting_interpretations,['28492532'],1
568267,VCV000568267,80357304,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851291.1,conflicting_interpretations,"['31911673', '31911673']",2
568267,VCV000568267,80357304,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-06-14,Uncertain significance,Uncertain significance,,SCV000816186.5,conflicting_interpretations,"['28492532', '28492532']",2
1394899,VCV001394899,2154266330,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2020-12-03,Uncertain significance,Uncertain significance,,SCV002164746.4,conflicting_interpretations,['28492532'],1
1394899,VCV001394899,2154266330,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847950.1,conflicting_interpretations,"['31911673', '31911673']",2
409297,VCV000409297,1060502324,BRCA1,"CONFLICT: All of Us Research Program, National Institutes of Health",,Multiple interpretations exist,Conflicting interpretations,2023-05-31,Uncertain Significance,Uncertain significance,,SCV004815673.1,conflicting_interpretations,['25741868'],1
409297,VCV000409297,1060502324,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851040.1,conflicting_interpretations,"['31911673', '31911673']",2
664275,VCV000664275,1597879808,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-04-16,Uncertain significance,Uncertain significance,,SCV000963139.5,conflicting_interpretations,['28492532'],1
664275,VCV000664275,1597879808,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847914.1,conflicting_interpretations,"['31911673', '31911673']",2
823906,VCV000823906,56336919,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850315.1,conflicting_interpretations,"['31911673', '31911673']",2
823906,VCV000823906,56336919,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-04-22,Uncertain significance,Uncertain significance,,SCV001383867.7,conflicting_interpretations,['28492532'],1
2576274,VCV002576274,397509171,BRCA1,"CONFLICT: Department of Clinical Genetics, Copenhagen University Hospital, Rigshospitalet",,Multiple interpretations exist,Conflicting interpretations,2024-11-18,Likely benign,Likely benign,,SCV005431453.1,conflicting_interpretations,['25741868'],1
2576274,VCV002576274,397509171,BRCA1,"CONFLICT: Center for Genomic Medicine, Rigshospitalet, Copenhagen University Hospital",,Multiple interpretations exist,Conflicting interpretations,2025-03-04,Uncertain significance,Uncertain significance,,SCV004026763.2,conflicting_interpretations,['25741868'],1
1395723,VCV001395723,2154401162,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-01-11,Uncertain significance,Uncertain significance,,SCV002160873.4,conflicting_interpretations,"['18273839', '28492532']",2
1395723,VCV001395723,2154401162,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849528.1,conflicting_interpretations,"['31911673', '31911673']",2
409298,VCV000409298,1060502325,BRCA1,"CONFLICT: PreventionGenetics, part of Exact Sciences",,Multiple interpretations exist,Conflicting interpretations,2022-08-26,Uncertain significance,Uncertain significance,,SCV004118628.1,conflicting_interpretations,['25741868'],1
664325,VCV000664325,1597866094,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2018-11-08,Uncertain significance,Uncertain significance,,SCV000963204.5,conflicting_interpretations,['28492532'],1
664325,VCV000664325,1597866094,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849180.1,conflicting_interpretations,"['31911673', '31911673']",2
865585,VCV000865585,2054692582,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2023-04-07,Likely benign,Likely benign,,SCV004004320.2,conflicting_interpretations,['30209399'],1
865585,VCV000865585,2054692582,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-06-05,Uncertain significance,Uncertain significance,,SCV002254249.4,conflicting_interpretations,"['30209399', '30209399', '31825140', '28492532']",4
569114,VCV000569114,80357131,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2018-02-28,Uncertain significance,Uncertain significance,,SCV000817321.5,conflicting_interpretations,"['28492532', '28492532']",2
569114,VCV000569114,80357131,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847576.1,conflicting_interpretations,"['31911673', '31911673']",2
1395965,VCV001395965,2154403344,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-10-10,Uncertain significance,Uncertain significance,,SCV002160933.4,conflicting_interpretations,['28492532'],1
1395965,VCV001395965,2154403344,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849559.1,conflicting_interpretations,"['31911673', '31911673']",2
409299,VCV000409299,397508833,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2016-09-04,Uncertain significance,Uncertain significance,,SCV000549264.6,conflicting_interpretations,['28492532'],1
409299,VCV000409299,397508833,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846181.1,conflicting_interpretations,"['31911673', '31911673']",2
1652406,VCV001652406,1323998441,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-08-26,Benign,Benign,,SCV002467811.4,conflicting_interpretations,['28492532'],1
569120,VCV000569120,1567796012,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2020-04-03,Uncertain significance,Uncertain significance,,SCV000817331.5,conflicting_interpretations,"['30287823', '28492532', '28492532']",3
569120,VCV000569120,1567796012,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847739.1,conflicting_interpretations,"['31911673', '31911673']",2
1396375,VCV001396375,1555588115,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-12-05,Uncertain significance,Uncertain significance,,SCV002162923.4,conflicting_interpretations,['28492532'],1
1396375,VCV001396375,1555588115,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849031.1,conflicting_interpretations,"['31911673', '31911673']",2
409300,VCV000409300,910555398,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-03-14,Uncertain significance,Uncertain significance,,SCV000910184.2,conflicting_interpretations,['25741868'],1
409300,VCV000409300,910555398,BRCA1,"CONFLICT: Lupski Lab, Baylor-Hopkins CMG, Baylor College of Medicine",,Multiple interpretations exist,Conflicting interpretations,2024-04-12,Likely benign,Likely benign,,SCV005402481.1,conflicting_interpretations,"['39142283', '34793697', '38645101']",3
865587,VCV000865587,2054692582,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-01-10,Uncertain significance,Uncertain significance,,SCV001359245.1,conflicting_interpretations,['25741868'],1
865587,VCV000865587,2054692582,BRCA1,"CONFLICT: Lupski Lab, Baylor-Hopkins CMG, Baylor College of Medicine",,Multiple interpretations exist,Conflicting interpretations,2024-04-12,Likely benign,Likely benign,,SCV005402499.1,conflicting_interpretations,"['39142283', '34793697', '38645101']",3
865587,VCV000865587,2054692582,BRCA1,"CONFLICT: Myriad Genetics, Inc.",,Multiple interpretations exist,Conflicting interpretations,2025-04-22,Benign,Benign,,SCV006298142.1,conflicting_interpretations,['25085752'],1
569197,VCV000569197,1555589334,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-12-24,Uncertain significance,Uncertain significance,,SCV000817437.5,conflicting_interpretations,"['28492532', '28492532']",2
569197,VCV000569197,1555589334,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847563.1,conflicting_interpretations,"['31911673', '31911673']",2
1396909,VCV001396909,2154434764,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-05-20,Uncertain significance,Uncertain significance,,SCV002157652.4,conflicting_interpretations,['28492532'],1
1396909,VCV001396909,2154434764,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851185.1,conflicting_interpretations,"['31911673', '31911673']",2
665165,VCV000665165,80356990,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847999.1,conflicting_interpretations,"['31911673', '31911673']",2
665165,VCV000665165,80356990,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-04-22,Uncertain significance,Uncertain significance,,SCV000964248.5,conflicting_interpretations,['28492532'],1
569329,VCV000569329,776278453,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2021-04-21,Uncertain significance,Uncertain significance,,SCV000909396.3,conflicting_interpretations,['25741868'],1
569329,VCV000569329,776278453,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846270.1,conflicting_interpretations,"['31911673', '31911673']",2
