variant_id,rsid,old_class,new_class,total_publications,citations_causing_change,change_significance,pubs_before_change,pubs_after_change,recent_publication_surge,mean_impact_factor,max_impact_factor,high_impact_count,unique_journals
209258,201644509,Conflicting interpretations,Benign,1,1,2.5,1,0,0,4.0,4.0,0,1
2092620,752198747,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,21.012500000000003,102.0,3,6
209373,8176213,Conflicting interpretations,Benign,2,1,2.5,2,0,0,28.45,52.9,1,2
209374,273900734,Conflicting interpretations,Benign,16,1,2.5,7,9,1,7.206250000000001,24.9,3,16
209443,2070833,Conflicting interpretations,Benign,12,1,2.5,12,0,0,8.358333333333333,41.8,2,10
209444,8176151,Conflicting interpretations,Benign,6,1,2.5,6,0,0,15.483333333333333,53.8,2,5
209487,147809611,Conflicting interpretations,Benign,2,1,2.5,2,0,1,4.0,4.0,0,1
209535,8176100,Conflicting interpretations,Benign,3,1,2.5,3,0,0,3.6,4.8,0,3
209575,141625477,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
209577,8176076,Conflicting interpretations,Benign,4,1,2.5,4,0,0,29.0,102.0,1,4
209579,113323025,Conflicting interpretations,Benign,4,1,2.5,4,0,0,8.625,15.2,1,4
2099300,431825388,Conflicting interpretations,Likely benign,12,2,1.5,12,0,0,16.308333333333334,102.0,3,8
2101403,2552218030,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2105545,2552178911,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2108545,2154392681,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2108546,80356895,Conflicting interpretations,Likely benign,16,2,1.5,16,0,0,13.53125,102.0,3,11
2108999,786203753,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,25.5375,102.0,3,5
2109006,1555589731,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2110682,2154493277,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2110986,2154270099,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2113170,80357210,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.514285714285712,102.0,1,5
2113266,2154352222,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2118277,2154475077,Conflicting interpretations,Uncertain significance,3,3,0.5,3,0,0,4.0,4.0,0,1
2121231,2154289498,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2123307,373218165,Conflicting interpretations,Likely benign,10,3,1.5,10,0,0,15.23,102.0,2,7
2124491,2154401935,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2124828,1555582692,Conflicting interpretations,Uncertain significance,3,1,0.5,3,0,0,4.633333333333334,7.9,0,3
2126190,2552225974,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2128273,1555590087,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
2128795,886040321,Conflicting interpretations,Likely benign,8,3,1.5,8,0,0,17.575,102.0,1,6
2129572,1567792594,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
2130530,1468065357,Conflicting interpretations,Uncertain significance,8,3,0.5,7,1,0,16.9875,102.0,1,5
2130960,397507256,Conflicting interpretations,Likely benign,8,2,1.5,7,1,0,16.7875,102.0,1,5
2131600,1264744701,Conflicting interpretations,Uncertain significance,7,3,0.5,7,0,0,18.91428571428571,102.0,1,4
2131880,1567793505,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2132506,80357374,Conflicting interpretations,Likely benign,23,2,1.5,23,0,0,11.982608695652175,102.0,5,18
2133946,2552185651,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2133968,2552114625,Conflicting interpretations,Likely pathogenic,3,3,0.5,3,0,0,5.3,7.9,0,2
2134723,1418676444,Conflicting interpretations,Likely benign,9,3,1.5,9,0,0,15.377777777777778,102.0,1,6
2138042,2552193481,Conflicting interpretations,Likely benign,4,4,1.5,4,0,0,5.0,8.0,0,2
2138043,2154438253,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2139078,1238929596,Conflicting interpretations,Likely benign,11,3,1.5,8,3,0,13.127272727272727,102.0,1,8
2148450,756586490,Conflicting interpretations,Benign,2,2,2.5,2,0,0,4.0,4.0,0,1
2148538,2552184281,Conflicting interpretations,Uncertain significance,4,4,0.5,4,0,0,3.6,4.0,0,2
2152286,431825406,Conflicting interpretations,Likely pathogenic,9,6,0.5,9,0,0,6.466666666666666,9.6,0,7
215869,769549104,Conflicting interpretations,Likely benign,3,2,1.5,2,1,0,29.8,83.4,1,3
215874,863224420,Conflicting interpretations,Uncertain significance,5,3,0.5,5,0,0,4.32,9.6,0,4
215877,757442952,Conflicting interpretations,Benign,3,2,2.5,2,1,0,29.8,83.4,1,3
2159540,1567796086,Conflicting interpretations,Likely benign,4,3,1.5,4,0,0,3.5,4.0,0,2
216102,863224510,Conflicting interpretations,Likely pathogenic,13,6,0.5,9,4,2,10.630769230769232,64.9,2,10
2162354,1567800197,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
216654,863224752,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,27.845454545454547,134.4,4,9
216655,863224753,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,17.1375,102.0,1,6
216658,587781492,Conflicting interpretations,Uncertain significance,9,2,0.5,9,0,0,22.477777777777774,102.0,3,7
216659,863224756,Conflicting interpretations,Likely benign,8,2,1.5,7,0,0,19.1875,102.0,2,6
216660,863224757,Conflicting interpretations,Benign,3,2,2.5,3,0,0,3.3333333333333335,4.0,0,2
216661,863224758,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,6.214285714285714,17.9,1,5
216662,863224759,Conflicting interpretations,Likely benign,10,2,1.5,7,3,1,17.34,102.0,3,8
216663,745418679,Conflicting interpretations,Likely benign,6,2,1.5,6,0,0,21.483333333333334,102.0,1,5
216664,763354142,Conflicting interpretations,Likely benign,10,2,1.5,9,1,0,15.079999999999998,102.0,2,7
216668,781260818,Conflicting interpretations,Uncertain significance,19,3,0.5,19,0,0,13.078947368421051,102.0,5,13
216672,760038328,Conflicting interpretations,Likely benign,16,3,1.5,16,0,1,17.09375,102.0,3,13
216673,863224763,Conflicting interpretations,Likely pathogenic,13,7,0.5,13,0,1,19.87692307692308,102.0,4,9
216674,863224764,Conflicting interpretations,Likely benign,10,2,1.5,9,1,0,27.18,102.0,3,8
216675,863224765,Conflicting interpretations,Uncertain significance,32,6,0.5,27,5,3,13.875,102.0,7,25
2177977,587776481,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,16.6,102.0,1,5
2193246,2154400472,Conflicting interpretations,Likely benign,4,4,1.5,4,0,0,4.25,5.0,0,2
219464,864622104,Conflicting interpretations,Likely benign,16,3,1.5,13,3,0,19.025000000000002,102.0,5,11
219742,183557525,Conflicting interpretations,Likely benign,23,9,1.5,23,0,0,12.13478260869565,102.0,5,18
219751,864622233,Conflicting interpretations,Uncertain significance,5,2,0.5,5,0,0,4.32,7.6,0,3
219899,763639161,Conflicting interpretations,Likely benign,10,2,1.5,9,0,0,13.66,102.0,1,7
219948,758515222,Conflicting interpretations,Likely benign,4,1,1.5,1,3,0,10.25,24.9,1,3
220023,748876625,Conflicting interpretations,Likely benign,120,8,1.5,114,2,1,8.114166666666668,102.0,14,65
220103,766950602,Conflicting interpretations,Likely benign,2,1,1.5,1,1,0,3.0,4.0,0,2
220573,864622588,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,13.854545454545455,102.0,1,7
220648,864622618,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,4.142857142857143,7.6,0,4
220736,80358165,Conflicting interpretations,Pathogenic,17,7,1.5,16,1,1,12.217647058823529,83.4,3,14
220816,137892861,Conflicting interpretations,Likely pathogenic,6,2,0.5,6,0,0,6.266666666666667,14.1,1,5
220900,372391060,Conflicting interpretations,Benign,6,5,2.5,5,1,0,5.633333333333333,7.9,0,4
221036,864622723,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,17.5125,102.0,1,6
221064,369461674,Conflicting interpretations,Benign,2,2,2.5,2,0,1,6.8,9.6,0,2
224427,587781632,Conflicting interpretations,Likely pathogenic,45,21,0.5,42,3,0,16.608888888888888,102.0,15,25
224428,80356884,Conflicting interpretations,Likely benign,16,3,1.5,6,10,1,12.787500000000001,102.0,3,9
224429,775477245,Conflicting interpretations,Uncertain significance,6,3,0.5,3,3,0,6.783333333333334,15.2,1,4
224430,80357220,Conflicting interpretations,Likely benign,14,5,1.5,14,0,0,15.378571428571428,102.0,4,10
224431,757579891,Conflicting interpretations,Likely benign,12,3,1.5,11,1,0,13.816666666666665,102.0,2,9
224432,886037791,Conflicting interpretations,Uncertain significance,6,2,0.5,2,4,0,29.5,102.0,4,5
224433,876658221,Conflicting interpretations,Likely benign,16,4,1.5,16,0,0,13.825000000000001,102.0,5,10
224436,886037794,Conflicting interpretations,Likely benign,8,3,1.5,6,2,1,18.2875,102.0,2,6
224562,753859240,Conflicting interpretations,Likely pathogenic,8,4,0.5,6,2,0,7.5875,17.2,2,6
224944,,Conflicting interpretations,Likely pathogenic,5,5,0.5,5,0,0,8.940000000000001,19.2,1,4
225306,886040154,Conflicting interpretations,Likely pathogenic,3,2,0.5,2,1,0,4.633333333333334,7.9,0,3
225705,373413425,Conflicting interpretations,Likely benign,7,2,1.5,6,0,0,3.7142857142857144,10.0,0,5
225708,869320777,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
225711,869320780,Conflicting interpretations,Likely pathogenic,11,3,0.5,10,1,0,23.754545454545454,102.0,3,8
225725,273898667,Conflicting interpretations,Likely benign,5,2,1.5,4,1,0,10.040000000000001,22.5,2,4
225726,147314539,Conflicting interpretations,Benign,4,2,2.5,4,0,0,4.7,6.0,0,3
225728,869320787,Conflicting interpretations,Uncertain significance,11,3,0.5,10,1,0,15.47272727272727,102.0,2,7
225729,869320788,Conflicting interpretations,Likely benign,3,2,1.5,2,1,0,4.0,4.0,0,2
225730,431825399,Conflicting interpretations,Likely benign,16,2,1.5,10,6,2,21.174999999999997,107.5,6,13
229767,80357461,Conflicting interpretations,Likely benign,15,2,1.5,14,1,0,11.733333333333333,102.0,1,10
229818,80357376,Conflicting interpretations,Uncertain significance,10,2,0.5,10,0,0,15.85,102.0,2,7
229872,876658243,Conflicting interpretations,Uncertain significance,7,2,0.5,7,0,0,18.785714285714285,102.0,1,5
229918,751124745,Conflicting interpretations,Likely benign,12,2,1.5,12,0,0,20.616666666666664,102.0,4,9
229940,876658285,Conflicting interpretations,Uncertain significance,8,2,0.5,8,0,0,20.8,102.0,3,6
229946,876658291,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,18.925,102.0,2,5
229966,876658306,Conflicting interpretations,Likely benign,8,1,1.5,7,1,0,18.25,102.0,2,7
229967,876658307,Conflicting interpretations,Likely benign,14,2,1.5,11,3,0,24.20714285714286,102.0,6,9
229985,876658318,Conflicting interpretations,Likely benign,5,2,1.5,5,0,0,24.119999999999997,102.0,1,4
230029,876658340,Conflicting interpretations,Likely benign,6,1,1.5,6,0,0,20.599999999999998,102.0,1,4
230061,876658362,Conflicting interpretations,Likely pathogenic,12,9,0.5,12,0,0,10.675000000000002,83.4,1,11
230089,143920945,Conflicting interpretations,Uncertain significance,8,3,0.5,8,0,0,5.6,12.2,1,6
230102,41286296,Conflicting interpretations,Likely benign,20,2,1.5,19,1,0,11.01,102.0,3,13
230150,748156170,Conflicting interpretations,Likely benign,19,2,1.5,19,0,2,16.900000000000002,102.0,6,13
230222,80357479,Conflicting interpretations,Likely benign,11,1,1.5,11,0,0,15.636363636363637,102.0,2,7
230249,876658464,Conflicting interpretations,Likely benign,7,1,1.5,7,0,0,18.228571428571428,102.0,1,5
230482,752624544,Conflicting interpretations,Likely benign,8,1,1.5,8,0,0,19.3125,102.0,3,7
230500,756499058,Conflicting interpretations,Likely benign,13,5,1.5,11,2,0,19.78461538461539,102.0,3,11
230514,876658606,Conflicting interpretations,Uncertain significance,8,3,0.5,8,0,0,16.9375,102.0,1,5
230563,876658636,Conflicting interpretations,Likely benign,13,2,1.5,12,1,0,13.361538461538462,102.0,2,11
230616,200648498,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.057142857142857,102.0,1,5
230731,876658733,Conflicting interpretations,Uncertain significance,10,3,0.5,10,0,0,14.440000000000001,102.0,1,5
230809,770769275,Conflicting interpretations,Uncertain significance,9,2,0.5,9,0,0,18.066666666666666,102.0,2,6
230862,80357276,Conflicting interpretations,Pathogenic,43,6,1.5,40,3,3,13.746511627906978,102.0,12,29
230920,876658843,Conflicting interpretations,Likely benign,8,3,1.5,8,0,0,18.1875,102.0,2,5
230930,80357313,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,16.636363636363637,102.0,3,7
230967,876658873,Conflicting interpretations,Likely benign,13,2,1.5,11,0,0,14.515384615384612,102.0,3,11
231051,587781588,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,17.0875,102.0,1,5
231080,80357343,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,13.954545454545455,102.0,1,7
231131,876658975,Conflicting interpretations,Benign,8,3,2.5,8,0,0,18.1875,102.0,2,5
231209,876659025,Conflicting interpretations,Likely benign,10,2,1.5,10,0,0,16.490000000000002,102.0,2,7
231215,876659028,Conflicting interpretations,Likely benign,11,2,1.5,10,1,0,22.33636363636364,102.0,3,7
231296,876659077,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.228571428571428,102.0,1,4
231336,771519405,Conflicting interpretations,Benign,3,2,2.5,3,0,0,36.666666666666664,102.0,1,2
231376,876659122,Conflicting interpretations,Likely benign,8,2,1.5,6,2,1,26.125,102.0,2,6
231397,876659133,Conflicting interpretations,Likely benign,4,1,1.5,4,0,0,29.4,102.0,1,3
231406,876659139,Conflicting interpretations,Likely pathogenic,7,2,0.5,6,1,0,8.442857142857141,24.9,2,6
231422,80357396,Conflicting interpretations,Likely benign,27,2,1.5,26,0,2,14.899999999999999,102.0,8,20
231499,876659193,Conflicting interpretations,Likely benign,18,3,1.5,18,0,0,14.594444444444443,102.0,6,13
231505,876659196,Conflicting interpretations,Likely pathogenic,3,2,0.5,3,0,0,4.633333333333334,7.9,0,3
231563,748674194,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,14.536363636363637,102.0,2,7
231712,876659314,Conflicting interpretations,Uncertain significance,11,1,0.5,10,1,0,21.172727272727272,102.0,2,8
231714,876659316,Conflicting interpretations,Uncertain significance,9,2,0.5,7,2,0,17.033333333333335,102.0,2,7
231722,773841328,Conflicting interpretations,Likely benign,23,2,1.5,22,1,0,24.213043478260868,102.0,14,15
231732,876659327,Conflicting interpretations,Pathogenic,23,1,1.5,13,10,0,11.695652173913043,102.0,6,16
231744,763740623,Conflicting interpretations,Uncertain significance,11,1,0.5,7,4,1,20.036363636363635,102.0,2,7
231968,876659467,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,17.2875,102.0,1,5
232042,876659514,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,21.0,102.0,2,5
232047,80356957,Conflicting interpretations,Pathogenic,12,5,1.5,12,0,0,22.900000000000002,102.0,4,10
232057,876659527,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,14.390909090909089,102.0,1,9
232178,377475866,Conflicting interpretations,Likely benign,14,2,1.5,14,0,0,14.264285714285716,102.0,3,9
232294,80357343,Conflicting interpretations,Likely benign,10,1,1.5,10,0,0,14.95,102.0,1,7
232341,876659708,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,20.214285714285715,102.0,2,5
232370,199954851,Conflicting interpretations,Likely benign,9,2,1.5,9,0,0,17.11111111111111,102.0,2,7
232385,876659731,Conflicting interpretations,Likely benign,8,4,1.5,8,0,0,26.975,102.0,4,6
232405,758598971,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,24.12727272727273,107.5,4,8
232408,766572561,Conflicting interpretations,Likely benign,10,3,1.5,10,0,1,28.5,134.4,3,7
232448,876659772,Conflicting interpretations,Uncertain significance,8,2,0.5,8,0,0,17.8125,102.0,2,6
232579,876659852,Conflicting interpretations,Likely benign,9,1,1.5,9,0,0,21.288888888888888,102.0,2,7
232694,876659928,Conflicting interpretations,Likely benign,6,1,1.5,6,0,0,21.916666666666668,102.0,1,5
232737,876659959,Conflicting interpretations,Likely benign,8,2,1.5,7,1,0,16.2,102.0,1,5
232759,876659974,Conflicting interpretations,Likely benign,8,1,1.5,8,0,0,19.7875,102.0,2,6
232778,768995134,Conflicting interpretations,Uncertain significance,9,2,0.5,9,0,0,23.233333333333334,102.0,4,6
232788,876659989,Conflicting interpretations,Uncertain significance,8,2,0.5,8,0,1,26.375,102.0,2,5
232789,876659990,Conflicting interpretations,Uncertain significance,9,3,0.5,9,0,0,44.04444444444445,134.4,3,5
232791,730881473,Conflicting interpretations,Likely benign,16,2,1.5,15,1,0,14.44375,102.0,4,13
232792,772703445,Conflicting interpretations,Benign,11,4,2.5,11,0,0,15.118181818181819,102.0,2,7
232813,876660005,Conflicting interpretations,Benign,11,4,2.5,11,0,0,16.418181818181818,102.0,3,8
232915,876660071,Conflicting interpretations,Likely pathogenic,16,4,0.5,16,0,3,18.087500000000002,102.0,4,12
232955,876660096,Conflicting interpretations,Likely pathogenic,14,2,0.5,14,0,0,18.52857142857143,102.0,3,10
232980,876660112,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.228571428571428,102.0,1,4
233021,876660138,Conflicting interpretations,Uncertain significance,15,1,0.5,13,2,0,16.94,102.0,6,12
233033,876660144,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,17.475,102.0,2,5
233080,762744684,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,4.914285714285714,8.8,0,5
233092,876660188,Conflicting interpretations,Likely benign,9,3,1.5,9,0,0,31.41111111111111,134.4,3,7
233101,80357686,Conflicting interpretations,Pathogenic,18,2,1.5,18,0,0,7.344444444444444,24.9,3,16
233216,876660266,Conflicting interpretations,Likely benign,4,1,1.5,4,0,0,29.4,102.0,1,3
233217,876660267,Conflicting interpretations,Likely benign,8,1,1.5,6,2,0,18.9375,102.0,2,7
233238,876660280,Conflicting interpretations,Uncertain significance,10,2,0.5,10,0,0,26.389999999999997,102.0,3,8
233288,80356941,Conflicting interpretations,Likely benign,17,3,1.5,13,4,0,12.411764705882351,102.0,3,12
233289,876660309,Conflicting interpretations,Likely benign,6,1,1.5,6,0,0,20.65,102.0,1,4
233305,876660322,Conflicting interpretations,Likely benign,11,2,1.5,10,1,2,14.409090909090908,102.0,2,8
233348,876660347,Conflicting interpretations,Likely benign,4,1,1.5,1,3,0,23.35,83.4,1,3
233381,876660367,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,19.0625,102.0,2,5
233404,7502059,Conflicting interpretations,Uncertain significance,10,2,0.5,10,0,0,14.679999999999998,102.0,1,7
233442,876660410,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,16.7,102.0,1,5
233482,876660434,Conflicting interpretations,Uncertain significance,7,2,0.5,7,0,0,21.214285714285715,102.0,2,5
233500,876660448,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,20.65,102.0,3,5
233515,876660455,Conflicting interpretations,Likely benign,7,1,1.5,7,0,0,27.414285714285715,102.0,3,6
233624,876660530,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,16.8,102.0,1,5
233643,876660543,Conflicting interpretations,Likely benign,7,3,1.5,7,0,0,7.214285714285714,24.9,1,4
233787,556684572,Conflicting interpretations,Likely benign,2,1,1.5,1,1,0,3.7,4.0,0,2
233849,876660682,Conflicting interpretations,Likely benign,5,1,1.5,5,0,0,24.32,102.0,1,3
233923,876660734,Conflicting interpretations,Likely benign,10,2,1.5,9,1,0,16.4,102.0,2,7
233926,760588785,Conflicting interpretations,Likely benign,11,4,1.5,10,1,0,13.9,102.0,2,9
233955,876660757,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.228571428571428,102.0,1,4
234011,537737635,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
234092,876660844,Conflicting interpretations,Likely benign,18,6,1.5,15,2,0,21.133333333333333,102.0,6,13
234148,876660883,Conflicting interpretations,Uncertain significance,7,3,0.5,7,0,0,4.228571428571429,7.6,0,3
234150,876660885,Conflicting interpretations,Likely benign,6,2,1.5,6,0,0,42.333333333333336,134.4,2,5
236261,397509173,Conflicting interpretations,Likely pathogenic,14,1,0.5,14,0,0,7.114285714285714,15.2,1,9
2397566,2154334611,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
240771,876660558,Conflicting interpretations,Likely benign,13,2,1.5,13,0,0,11.453846153846152,102.0,1,9
240772,878854931,Conflicting interpretations,Benign,5,5,2.5,5,0,0,9.52,16.9,2,4
240773,878854932,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,20.037499999999998,102.0,3,6
240777,878854935,Conflicting interpretations,Likely pathogenic,6,3,0.5,6,0,1,4.25,7.9,0,5
240782,878854939,Conflicting interpretations,Likely benign,8,2,1.5,8,0,1,19.7875,102.0,2,7
240783,878854940,Conflicting interpretations,Likely pathogenic,4,3,0.5,4,0,0,4.475,7.9,0,3
240786,16941,Conflicting interpretations,Uncertain significance,265,2,0.5,239,22,7,8.202641509433962,102.0,50,132
240787,878854943,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.400000000000002,102.0,1,5
240789,878854945,Conflicting interpretations,Uncertain significance,7,2,0.5,7,0,0,21.214285714285715,102.0,2,5
240792,80357136,Conflicting interpretations,Likely benign,24,3,1.5,23,1,0,12.845833333333333,102.0,7,16
240793,746949187,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,20.214285714285715,102.0,2,5
240794,878854948,Conflicting interpretations,Likely benign,8,2,1.5,7,1,0,16.3875,102.0,1,5
240797,878854949,Conflicting interpretations,Benign,12,4,2.5,12,0,0,13.466666666666667,102.0,2,9
240799,878854950,Conflicting interpretations,Likely pathogenic,8,5,0.5,8,0,0,20.0,102.0,2,7
240805,878854952,Conflicting interpretations,Likely benign,3,1,1.5,3,0,0,37.86666666666667,102.0,1,3
240810,397509212,Conflicting interpretations,Likely pathogenic,14,5,0.5,9,5,2,17.77857142857143,83.4,3,10
240811,150729791,Conflicting interpretations,Likely benign,25,12,1.5,22,3,1,20.375999999999998,134.4,8,15
240818,878854957,Conflicting interpretations,Likely benign,29,4,1.5,24,4,0,14.0551724137931,102.0,7,21
240820,766614917,Conflicting interpretations,Benign,9,7,2.5,9,0,1,6.811111111111111,17.2,2,6
240821,878854958,Conflicting interpretations,Likely benign,14,3,1.5,14,0,0,18.664285714285715,102.0,4,11
240822,28897698,Conflicting interpretations,Uncertain significance,27,2,0.5,27,0,0,16.82962962962963,102.0,8,23
240832,561998108,Conflicting interpretations,Likely benign,22,3,1.5,19,3,0,10.440909090909091,102.0,5,16
2429538,2154328754,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
2429561,878854945,Conflicting interpretations,Likely benign,6,1,1.5,6,0,0,24.083333333333332,102.0,2,5
243118,528902306,Conflicting interpretations,Uncertain significance,34,4,0.5,34,0,0,25.238235294117644,134.4,21,22
2439558,2154278571,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2442604,879254228,Conflicting interpretations,Likely benign,4,1,1.5,4,0,0,4.4,7.6,0,3
2442964,1555588500,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.0,4.0,0,1
2446382,1597873873,Conflicting interpretations,Likely benign,4,3,1.5,4,0,0,3.5,4.0,0,2
245690,879253902,Conflicting interpretations,Likely benign,16,3,1.5,15,1,0,19.29375,107.5,4,14
245755,80358158,Conflicting interpretations,Likely pathogenic,37,17,0.5,33,4,1,14.262162162162161,134.4,5,21
245916,879253999,Conflicting interpretations,Likely benign,9,3,1.5,9,0,0,17.677777777777777,102.0,3,6
245941,879254009,Conflicting interpretations,Likely benign,6,2,1.5,6,0,0,20.599999999999998,102.0,1,4
245973,80357017,Conflicting interpretations,Likely pathogenic,27,3,0.5,27,0,0,16.885185185185183,102.0,7,19
245974,879254027,Conflicting interpretations,Likely benign,9,2,1.5,9,0,0,15.344444444444443,102.0,1,7
245978,184374817,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.228571428571428,102.0,1,4
245990,80357440,Conflicting interpretations,Likely benign,15,5,1.5,15,0,0,15.306666666666668,102.0,4,10
245993,749465132,Conflicting interpretations,Likely benign,12,3,1.5,11,1,0,23.258333333333336,102.0,5,10
246002,879254042,Conflicting interpretations,Likely pathogenic,14,6,0.5,14,0,0,21.035714285714285,102.0,5,12
246006,879254045,Conflicting interpretations,Likely benign,8,2,1.5,8,0,1,17.45,102.0,1,6
246021,879254050,Conflicting interpretations,Likely pathogenic,2,1,0.5,2,0,0,3.0,4.0,0,2
246072,879254079,Conflicting interpretations,Likely benign,7,3,1.5,7,0,0,18.914285714285715,102.0,1,5
246160,879254130,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.228571428571428,102.0,1,4
246200,879254150,Conflicting interpretations,Likely benign,11,3,1.5,9,2,0,23.27272727272727,102.0,4,9
246204,879254151,Conflicting interpretations,Uncertain significance,7,2,0.5,7,0,0,19.085714285714285,102.0,1,5
246362,879254224,Conflicting interpretations,Pathogenic,8,7,1.5,8,0,0,5.7875,15.2,1,7
246375,879254228,Conflicting interpretations,Likely benign,6,3,1.5,6,0,0,4.266666666666667,7.6,0,3
246448,779974365,Conflicting interpretations,Benign,16,3,2.5,15,1,0,14.94375,102.0,5,12
246451,879254266,Conflicting interpretations,Likely benign,11,1,1.5,10,1,0,13.418181818181818,102.0,1,10
246510,587782173,Conflicting interpretations,Uncertain significance,12,2,0.5,11,1,1,17.666666666666668,83.4,5,11
252382,431825390,Conflicting interpretations,Likely pathogenic,7,3,0.5,7,0,1,18.842857142857145,102.0,1,5
252383,753099787,Conflicting interpretations,Likely benign,11,3,1.5,10,1,0,14.200000000000001,102.0,1,9
252384,767666190,Conflicting interpretations,Likely benign,16,4,1.5,16,0,0,17.79375,102.0,5,13
252385,879255283,Conflicting interpretations,Likely pathogenic,8,6,0.5,8,0,0,5.4625,7.9,0,4
252389,879255287,Conflicting interpretations,Pathogenic,12,9,1.5,11,1,0,19.650000000000002,102.0,4,10
252390,879255288,Conflicting interpretations,Likely benign,13,3,1.5,13,0,0,19.115384615384617,102.0,2,11
252391,879255289,Conflicting interpretations,Likely benign,15,7,1.5,12,3,0,18.566666666666666,102.0,4,12
252392,879255290,Conflicting interpretations,Likely benign,16,5,1.5,14,2,0,17.581249999999997,102.0,4,13
252394,879255291,Conflicting interpretations,Likely benign,7,3,1.5,7,0,0,19.071428571428573,102.0,1,6
252396,879255293,Conflicting interpretations,Pathogenic,14,11,1.5,12,2,0,6.828571428571429,12.2,1,11
252397,879255294,Conflicting interpretations,Likely pathogenic,5,2,0.5,3,2,1,24.18,102.0,1,5
252401,760109939,Conflicting interpretations,Likely benign,13,3,1.5,13,0,0,14.66923076923077,102.0,2,10
252866,879254266,Conflicting interpretations,Likely benign,11,1,1.5,10,1,0,13.418181818181818,102.0,1,10
252871,879255482,Conflicting interpretations,Likely benign,8,3,1.5,8,0,0,6.6375,25.5,1,5
